---------------------------
f_d = -5000
---------------------------
(-1.66296,0.439701)
(1.17184,0.717952)
(-0.325494,0.0109373)
(0.439266,-0.507648)
(0.0186569,0.650841)
(0.626433,-0.780778)
(-0.168472,0.354828)
(-0.889033,-0.561314)
(0.654426,0.0370947)
(-1.55508,0.881678)
(0.747413,-1.13607)
(-0.570337,1.23333)
(0.935687,-1.91553)
(0.269753,0.322623)
(0.455969,-0.499796)
(0.120904,-0.0710088)
(0.125287,0.148927)
(0.584437,0.720804)
(-0.524449,0.397578)
(0.0940437,-0.142409)
(0.0476625,-0.0721631)
(0.627296,-0.196617)
(1.05794,0.399084)
(-0.192552,-0.41575)
(0.927926,-0.603506)
(-0.31128,-0.742118)
(0.280497,-1.32142)
(0.32365,0.548081)
(0.201038,-0.115042)
(0.787999,0.500002)
(0.366894,-0.215389)
(0.244077,0.162726)
(0.337188,-0.134857)
(-0.984311,-0.676064)
(0.743315,-0.314833)
(0.385955,-0.576678)
(0.688715,0.320689)
(-0.714899,0.0874923)
(-0.0473603,-0.318568)
(0.0776224,0.162129)
(-0.181743,-0.551851)
(0.411903,0.658188)
(-1.24659,-0.155004)
(1.12848,-0.133976)
(0.482602,1.4802)
(-0.453541,0.32876)
(0.282096,0.843727)
(0.108773,-1.15394)
(0.188872,0.497542)
(-0.149862,-0.571394)
(0.42378,0.114887)
(-0.337866,0.681217)
(0.624009,0.114205)
(-0.0447618,0.970218)
(0.761102,-0.621578)
(1.10177,-0.532186)
(1.01905,-0.422555)
(0.738272,-0.774867)
(-0.503171,0.621449)
(0.397385,-0.658221)
(-0.764959,0.973725)
(0.309262,0.508062)
(0.380913,0.608459)
(-1.06004,-1.57464)
(0.0723959,0.132721)
(-0.370379,-0.454123)
(0.30826,1.39048)
(-0.0925618,-0.226719)
(0.615295,-0.361324)
(0.477253,0.819867)
(-0.81827,-0.0649724)
(0.033434,0.0470924)
(-0.776334,-0.359227)
(0.813813,0.0705784)
(0.936863,1.28458)
(-0.313725,-0.368153)
(0.134966,0.731019)
(-0.659228,-0.874455)
(1.36953,0.252486)
(0.34124,0.0865485)
(0.751654,-1.56267)
(-0.357805,-0.289143)
(0.161902,0.120977)
(0.786264,0.300644)
(0.00203046,-0.928885)
(-0.397659,-0.523087)
(0.196083,0.502148)
(0.418106,0.831083)
(0.229242,0.103125)
(-0.730148,-1.14279)
(0.925352,0.649791)
(-1.58749,0.776637)
(0.424605,0.232148)
(-0.858456,1.6766)
(1.23695,-0.207591)
(-0.389294,0.423609)
(1.16377,0.419872)
(-0.360732,0.220856)
(0.417115,-0.314817)
(0.325202,0.247028)
(-0.517358,0.394985)
(0.304157,-0.231163)
(-0.203686,-0.0703023)
(-1.03665,0.329573)
(-0.969363,0.945327)
(0.127684,-0.696479)
(0.338908,0.923243)
(-0.174912,-0.851244)
(1.58443,-0.379494)
(0.383364,0.306827)
(-0.60531,-1.39043)
(0.780856,1.31031)
(0.234776,-0.566025)
(0.946374,0.472742)
(-0.325498,0.142104)
(0.168348,-0.581347)
(-0.354068,0.0860724)
(0.678152,0.0900496)
(-0.984176,0.558756)
(-0.69153,0.271979)
(0.35425,0.309434)
(-0.587705,-0.501498)
(0.607358,-0.228806)
(-0.213048,-0.144495)
(-0.199337,0.12718)
(-0.4595,0.271691)
(0.240857,0.255381)
(-0.273395,-0.349649)
(-0.447955,0.279115)
(0.142943,-0.0854406)
(-0.514572,-0.949454)
(-0.490462,0.707616)
(0.360123,0.636781)
(-0.391414,-0.1809)
(0.654115,0.454574)
(0.101973,-0.154797)
(0.988074,-0.413084)
(-1.51491,0.30653)
(0.724585,-0.636571)
(0.118691,-0.290382)
(-0.0236371,0.297875)
(-0.232644,0.0984064)
(0.0568121,-0.39557)
(0.493368,-1.1703)
(-0.576836,0.920344)
(-0.470999,0.499908)
(0.480876,0.262754)
(0.985312,0.152035)
(-0.309079,0.170434)
(-0.358703,0.334852)
(0.602245,0.894665)
(0.84061,-0.679732)
(-0.610772,-0.223201)
(-1.11295,1.39282)
(-0.111377,0.237265)
(0.324198,0.384291)
(-0.598596,-0.669484)
(-0.3323,-0.622211)
(0.199872,0.171118)
(-0.353375,-1.88082)
(0.0744316,0.104906)
(-0.783573,0.545252)
(1.35444,-0.236833)
(-0.105249,-0.604717)
(0.0742507,0.981077)
(-0.0401552,0.0732285)
(0.985584,-0.896993)
(-0.106363,0.00759418)
(-0.653251,0.0492729)
(0.79344,0.499324)
(-0.659191,0.551848)
(-0.0571418,-0.378798)
(0.113382,0.0987641)
(1.08066,-2.05608)
(-0.18926,0.750118)
(0.283408,0.709237)
(0.0643783,-0.430511)
(-1.48331,-0.287136)
(0.483251,0.859635)
(-0.42285,0.207812)
(0.434977,-0.0805334)
(-0.37338,0.0513786)
(-0.791294,0.00395853)
(-0.525941,0.644189)
(-0.927548,-0.184848)
(0.416324,0.156776)
(-0.878862,-0.375594)
(0.12191,-0.723658)
(-1.06342,0.380395)
(-0.183846,-0.43621)
(-0.746004,0.628875)
(1.22661,-0.750123)
(-1.33167,0.030285)
(0.705764,-0.515561)
(0.0220712,-0.617828)
(-0.760001,-0.330989)
(-0.191977,-0.161522)
(-0.309077,1.37277)
(-0.656362,-0.322721)
(-0.00282577,0.364559)
(-0.85672,0.359791)
(0.212753,-0.375509)
(-0.146726,0.274909)
(0.0310119,-0.382348)
(-0.075171,-1.08959)
(-0.131005,0.571514)
(0.442843,0.533612)
