---------------------------
f_d = -5000
---------------------------
(0.71602,0.897819)
(0.0169782,-0.316934)
(0.600504,-0.622739)
(-0.160367,1.19894)
(0.635405,-0.106002)
(0.424634,-0.241527)
(0.630879,-0.365621)
(-0.0916305,-0.390445)
(0.837627,0.274492)
(-0.591974,-0.272633)
(-0.357384,0.00320938)
(-0.190554,-0.300639)
(-0.75924,-0.724819)
(0.135543,0.295615)
(0.378862,-0.691899)
(-0.049737,0.775631)
(-0.504343,0.237269)
(-0.336977,-0.47146)
(-0.279337,-0.98703)
(0.695863,-0.874494)
(0.523335,-0.929808)
(-0.423967,-0.00601999)
(-0.477841,-0.12154)
(-0.617167,0.358012)
(-0.958667,-0.903945)
(0.815332,0.0273818)
(-1.36394,-0.468063)
(0.120062,-0.82086)
(-0.399668,-0.598147)
(0.214634,-0.924148)
(0.197497,0.334445)
(-0.00815426,0.852204)
(-0.402224,-0.710282)
(0.293939,-0.126648)
(0.0862291,-0.200931)
(0.470753,1.27775)
(-0.3512,-0.579554)
(0.467948,-0.245107)
(1.21279,0.667948)
(0.147867,-0.245289)
(0.236433,0.176907)
(0.962556,-0.502617)
(0.263291,-0.935525)
(0.499704,0.253987)
(0.973329,0.0649132)
(0.165199,0.7103)
(0.417031,-0.165873)
(0.475366,0.575202)
(0.0761382,0.226335)
(0.285502,-0.853621)
(0.151824,1.55826)
(0.0391754,-0.664755)
(1.36938,0.403086)
(0.804233,0.362266)
(0.948354,-0.0266863)
(-0.335747,0.796903)
(-0.285854,-1.22166)
(0.134064,-0.803796)
(-0.279879,-0.348391)
(-0.476698,-0.0425635)
(0.184677,-0.134552)
(-0.235946,-0.434263)
(0.0266287,0.209954)
(0.26652,-0.298499)
(-0.105276,0.552944)
(0.400719,-0.410294)
(-0.0988751,-0.966535)
(-0.906233,0.0206545)
(-0.395247,-0.481356)
(-0.555909,-0.611877)
(-0.894896,-0.36749)
(0.872657,-0.852671)
(-0.0371023,0.0829171)
(0.0991715,-0.107027)
(-0.915323,-0.670767)
(-0.0820868,-0.686075)
(-0.526837,-0.161626)
(-0.470059,-0.843633)
(0.388404,-0.347283)
(-0.260952,-0.37376)
(0.236406,-0.0804008)
(0.504857,0.0142137)
(0.406866,0.842599)
(0.299006,0.328665)
(0.75898,-1.60809)
(0.0852875,0.532716)
(0.453639,0.28545)
(1.03978,0.0224628)
(-0.313869,0.392702)
(0.118887,-0.116068)
(-0.0314719,-0.379389)
(0.444489,1.13791)
(-0.0220897,-0.584765)
(-0.937404,-0.0831338)
(0.0498641,0.37896)
(-0.0609938,-0.215385)
(0.107086,-0.304073)
(0.507786,0.0157364)
(0.557808,0.294203)
(-0.244544,-0.0727902)
(-0.224523,0.810875)
(0.406099,-0.53705)
(0.00534585,-0.238941)
(-0.150491,0.0772354)
(-0.0996111,0.0593262)
(0.501333,-0.7586)
(-0.209479,0.267845)
(-1.10222,-0.224046)
(0.342968,-0.379237)
(0.171007,-0.136066)
(1.03332,0.556113)
(-0.210061,0.819019)
(-1.02637,-0.440077)
(0.600291,0.128531)
(-1.47775,-0.390476)
(0.108062,-0.91148)
(0.631546,0.203089)
(0.197655,-1.33538)
(-0.233669,-0.403189)
(-0.278397,-0.356173)
(-0.0942999,0.182166)
(0.293383,0.12819)
(0.789234,-0.508904)
(0.349337,0.0437432)
(0.0178941,0.170205)
(0.144104,-0.579571)
(-1.27423,0.999624)
(0.361229,-0.517337)
(0.911902,1.25682)
(-0.122034,-0.389317)
(0.193552,0.247264)
(-0.570339,0.230099)
(0.259683,0.725514)
(0.263894,0.746355)
(0.0777688,0.742708)
(0.507315,-0.327638)
(0.229187,0.0505672)
(-0.115505,0.646388)
(-0.170689,1.58497)
(-0.83146,1.34272)
(0.830864,0.110694)
(0.0875253,0.236445)
(0.260979,-0.686266)
(0.605049,-0.326491)
(-0.509314,0.684413)
(-0.284435,0.50848)
(-0.225577,0.705477)
(0.804392,0.0704346)
(-0.0955323,0.464979)
(-0.332489,-0.634712)
(0.508483,0.519626)
(-0.662372,1.64494)
(0.00521209,0.654073)
(0.211838,0.228903)
(-0.703219,-0.95158)
(0.976056,-0.234283)
(-0.39059,-0.696095)
(-0.345941,0.1095)
(0.690896,0.864543)
(0.441964,-1.06919)
(0.448587,-0.875634)
(-0.15533,0.609544)
(-0.176468,-0.837901)
(0.27008,0.915673)
(-0.484053,-0.401732)
(0.908944,-0.779181)
(-0.744027,-0.540775)
(0.954057,0.0408533)
(-0.723159,-0.35091)
(-0.125794,-0.5733)
(0.874507,0.965205)
(-0.561991,-1.12322)
(-0.470122,0.190707)
(0.34799,-0.303421)
(-0.126557,-1.36328)
(0.80536,0.0162745)
(0.0803483,0.08184)
(-0.00716522,-0.412649)
(-0.434213,-0.0164851)
(-0.263282,0.315827)
(0.579964,0.410958)
(-0.556697,-1.55219)
(1.36576,0.739212)
(-0.789299,-0.388604)
(0.223133,-0.62325)
(0.617602,0.769918)
(0.476569,-0.301521)
(0.646263,-0.303537)
(0.358362,0.498603)
(-0.747504,0.399199)
(-0.191522,-0.25623)
