400
(-0.029086,0.00661072)
(0.00191411,0.0180903)
(-0.0312786,0.0376596)
(0.00315261,-0.0238491)
(0.0187219,0.0364545)
(-0.0146829,-0.0268564)
(-0.0363856,0.0178641)
(0.000991329,-0.0281405)
(-0.0066405,0.0312066)
(-0.0192292,-0.063355)
(-0.0146759,0.0396108)
(-0.0289034,-0.0340222)
(0.0194635,0.0659372)
(-0.00220978,0.0189866)
(-0.0329476,0.0217001)
(0.00839919,-0.025674)
(0.0450312,-0.0326007)
(-0.0402615,-0.013074)
(0.0167324,-0.00468637)
(0.00553194,0.0126649)
(0.0232148,-0.0026255)
(-0.0188303,-0.00212322)
(0.00440817,-0.0163289)
(-0.0450923,0.0548168)
(0.0149041,0.00334845)
(0.0378253,0.0122323)
(-0.00807084,-0.0615263)
(-0.0121034,-0.0316568)
(-0.0063842,-0.0846584)
(-0.03439,-0.0469445)
(-0.0190086,-0.0425009)
(0.00103431,-0.0220505)
(-0.0092839,-0.0505348)
(0.00286669,0.0186752)
(0.0265074,-0.0619655)
(0.0205911,0.00568639)
(-0.0325668,-0.000372855)
(-0.0218211,-0.0134263)
(0.00599006,-0.0278448)
(0.0648567,0.027579)
(-0.00970666,0.0206653)
(-0.010804,-0.0194839)
(0.00351854,0.00856692)
(-0.0160965,-0.0522162)
(0.00199632,0.00778418)
(0.0635271,-0.00532032)
(-0.0137019,0.0110522)
(-0.0259612,-0.0410419)
(0.0462953,0.0277766)
(-0.0339254,-0.0428072)
(-0.0119171,0.0267863)
(0.0129566,0.0284337)
(-0.00806111,0.0234089)
(0.0058051,-0.0111183)
(0.00578556,0.000131099)
(-0.0145766,-0.00394929)
(0.026642,-0.0107901)
(-0.0601621,-0.0253859)
(0.0192935,-0.00540258)
(-0.0421534,0.000402918)
(0.0630738,-0.0210172)
(0.0470073,0.0052675)
(0.0249822,0.0139419)
(0.0187192,0.00819293)
(0.0152687,-0.0585086)
(0.0165447,0.0474913)
(-0.0115305,0.0147289)
(-0.0200733,-0.0321048)
(0.00747787,-0.0252095)
(0.0178768,0.0153477)
(-0.029322,-0.00273555)
(0.00286141,0.000856501)
(0.017811,0.0400467)
(0.037917,0.0196734)
(0.00446677,0.043693)
(-0.0164858,-0.0278574)
(-0.045259,0.0119327)
(-0.00256188,0.0495639)
(0.00254069,-0.0267845)
(-0.0242331,-0.0141815)
(0.0306156,0.0239398)
(-0.00459856,-0.0642405)
(-0.0164143,0.0580763)
(0.0187247,-0.0121216)
(0.0442395,0.0183348)
(0.0159425,-0.00819772)
(0.0119079,0.00780336)
(0.0206503,-0.0120413)
(0.0465695,0.00968129)
(-0.0164588,0.0161535)
(-0.0141463,-0.0373631)
(-0.0627275,0.0173985)
(0.059574,0.000370123)
(-0.0188122,0.00140176)
(0.060418,-0.00142305)
(0.0141248,0.0714503)
(-0.0150402,-0.0333721)
(0.00382857,0.00435318)
(-0.0334524,-0.0416051)
(0.00977205,-0.00847782)
(-0.0305938,0.0363736)
(0.0307072,-0.00183074)
(-0.0192912,0.0403487)
(-0.0432458,0.00875144)
(-0.00864,0.0292103)
(-0.0931552,-0.0178715)
(0.0521621,-0.0130489)
(0.0442335,-0.0401034)
(0.00359107,-0.023066)
(0.00128155,-0.0186223)
(-0.011376,-0.011376)
(0.0504448,-0.0133447)
(-0.0326732,0.0894218)
(-0.0055575,-0.0274086)
(0.0251252,0.00541194)
(-0.00950713,-0.0382983)
